First Name,Last Name,Title,Account Name,Status
Elka,Chamberlin,"Director, Portfolio Services",Emerson Collective,Active Member Firm
Carrie,Kibler,Investment Counsel,Emerson Collective,Active Member Firm
Michael,Bruce,"Senior Director, Venture Investing",Emerson Collective,Active Member Firm
Avi,Rao,Senior Associate,Emerson Collective,Active Member Firm
Alex,Simon,"Director, Media Portfolio",Emerson Collective,Active Member Firm
Fern,Mandelbaum,"Managing Director, Venture Investing",Emerson Collective,Active Member Firm
Jim,Mylen,"Senior Advisor, Education",Emerson Collective,Active Member Firm
Flora,DiCara,"Analyst, Venture Investing",Emerson Collective,Active Member Firm
Momo,Wu,Investment Manager,Emerson Collective,Active Member Firm
Nika,Duan,"Investment Associate, Venture Investing",Emerson Collective,Active Member Firm
Amanda,Way,Investment Associate,Emerson Collective,Active Member Firm
Kojo,Ako-Asare,"Senior Director, Investments and Real Estate Dev",Emerson Collective,Active Member Firm
Christian,Okoye,"Director, Venture Investing Environmental & Energy",Emerson Collective,Active Member Firm
Dani,Glazer,Legal Counsel,Emerson Collective,Active Member Firm
Geo,Kane,"General Manager, Education Ventures",Emerson Collective,Active Member Firm
Christy,Brook,General Counsel,Emerson Collective,Active Member Firm
Diedra,Nelson,Chief Financial Officer,Emerson Collective,Active Member Firm
Nora,Traughber,"Director, Business Operations Venture Investing",Emerson Collective,Active Member Firm
Connie,Deng,"Senior Associate, Venture Investing",Emerson Collective,Active Member Firm
Connie,Deng,,Emerson Collective,Active Member Firm
Nora,Traughber,,Emerson Collective,Active Member Firm
Jarrod,Barnes,,Emerson Collective,Active Member Firm
Joanna,Lichter,,Emerson Collective,Active Member Firm
Siham,Adous,"MBA Summer Associate, Venture Investing",Emerson Collective,Active Member Firm
Amy,Chen,"MBA Summer Associate, Venture Investing",Emerson Collective,Active Member Firm
Grace,Nguyen,"Summer Intern, Venture Investing: Platform",Emerson Collective,Active Member Firm
Tiffany,Chao,Portfolio Support Associate,Emerson Collective,Active Member Firm
Sarah,Wu,"Senior Associate, Venture Investing",Emerson Collective,Active Member Firm
Koushaw,Ghaffarian,Associate Director,Emerson Collective,Active Member Firm
Charlie,Zakin,Associate,Emerson Collective,Active Member Firm
Tyler,Moran,Head of Policy,Emerson Collective,Active Member Firm
Julien,Barber,,Emerson Collective,Active Member Firm
Kathleen,Anderson,,Emerson Collective,Active Member Firm
Sri,Muppidi,,Emerson Collective,Active Member Firm
Susy,Schoeneberg,,Emerson Collective,Active Member Firm
Gabe,Kleinman,,Emerson Collective,Active Member Firm
Koushal,Rao,,Emerson Collective,Active Member Firm
Katherine,Fetscher,,Emerson Collective,Active Member Firm
Scott,Bromley,,Emerson Collective,Active Member Firm
Yi,Li,"MBA Intern, Venture Investing",Emerson Collective,Active Member Firm
,Business Ops,,Emerson Collective,Active Member Firm
Charles,Butler,Project Associate,Empire State Development - NY Ventures,Active Member Firm
Jennifer,Tegan,Managing Director,Empire State Development - NY Ventures,Active Member Firm
Jonathan,Greene,Senior Director,Empire State Development - NY Ventures,Active Member Firm
Sharon,Rutter,Senior Director,Empire State Development - NY Ventures,Active Member Firm
,Raghavan,Executive Vice President,Empire State Development - NY Ventures,Active Member Firm
Clayton,Besch,Director,Empire State Development - NY Ventures,Active Member Firm
Momo,Bi,Director,Empire State Development - NY Ventures,Active Member Firm
Elaine,Chen,Project Associate/Admin,Empire State Development - NY Ventures,Active Member Firm
Marcia,Mitchell,"Director, Innovation",Empire State Development - NY Ventures,Active Member Firm
Joshua,Nelson,"Director, SSBCI Pre Seed and Seed Fund",Empire State Development - NY Ventures,Active Member Firm
Audrey,Chisholm,Investment Associate,Empire State Development - NY Ventures,Active Member Firm
Heidi,Knoblauch,"NY Ventures, SSBCI",Empire State Development - NY Ventures,Active Member Firm
Karan,Mehta,Senior Director,Empire State Development - NY Ventures,Active Member Firm
Ryoko,Nozawa,"Senior Director, NY Ventures, SSBCI",Empire State Development - NY Ventures,Active Member Firm
Karan,Mehta,Senior Director,Empire State Development - NY Ventures,Active Member Firm
Scott,Rasmussen,"Senior Director, Strategic Initiatives and Policy",Empire State Development - NY Ventures,Active Member Firm
Silvia,Garcia Codony,"AVP, NY Ventures",Empire State Development - NY Ventures,Active Member Firm
Kyp,Sirinakis,Managing Partner,Epidarex Capital,Dropped
Sinclair,Dunlop,Managing Partner,Epidarex Capital,Dropped
Anthony,Voveris,Vice President of Finance,Epidarex Capital,Dropped
Matthew,Miessau,Principal,Epidarex Capital,Dropped
Terri,Burke,Venture Partner,Epidarex Capital,Dropped
Amanda,Crook,Executive Assistant,Epidarex Capital,Dropped
Pete,Finan,Partner,Epidarex Capital,Dropped
Liz,Roper,Partner,Epidarex Capital,Dropped
Lori,Krim Gough,Partner,Epidarex Capital,Dropped
Raoul,Maier,Founder & Managing Partner,Eudemian Ventures,Active Member Firm
Bruce,Evans,President,Evans Capital,Active Member Firm
Kate,McCabe,Director of Finance,Evans Capital,Active Member Firm
Kristine,Wheeler,Manager of Reporting and Financial Analysis,Evans Capital,Active Member Firm
Tim,Braun,CFO,"Everest Group, LLC",Active Member Firm
Josiah,Kettelhake,Investment Analyst,"Everest Group, LLC",Active Member Firm
Jess,Gupta,Partner,"Everest Group, LLC",Active Member Firm
Curt,Van Hill,Investment Officer,"Everest Group, LLC",Active Member Firm
Vinod,Gupta,Managing Partner,"Everest Group, LLC",Active Member Firm
Ilja,Vladimirov,,Evonik Venture Capital,Active Member Firm
Lucas,Fornoff,Investment Manager,Evonik Venture Capital,Active Member Firm
Erning,Cao,Investment Director,Evonik Venture Capital,Active Member Firm
Lars,Boehnisch,Investment Manager,Evonik Venture Capital,Active Member Firm
Tom,Gwinn,Investment Manager,Evonik Venture Capital,Active Member Firm
Jonas,Ide,Investment Manager Finance,Evonik Venture Capital,Active Member Firm
Jin,Hu,Investment Manager,Evonik Venture Capital,Active Member Firm
Wolfgang,Nestel,Investment Director,Evonik Venture Capital,Active Member Firm
Franziska,Schlumprecht,Investment Manager,Evonik Venture Capital,Active Member Firm
Qi,Zhang,Investment Manager,Evonik Venture Capital,Active Member Firm
Haohao,Zhu,Investment Manager,Evonik Venture Capital,Active Member Firm
Arne,Rissmann,Financial Analyst,Evonik Venture Capital,Active Member Firm
Yilei,Huang,Investment Manager,Evonik Venture Capital,Active Member Firm
Jennifer,Al-Rashid,Investment Manager,Evonik Venture Capital,Active Member Firm
Lutz,Stoeber,Investment Director,Evonik Venture Capital,Active Member Firm
Bernhard,Mohr,Managing Director,Evonik Venture Capital,Active Member Firm
Alexander,Baum,Investment Manager,Evonik Venture Capital,Active Member Firm
Mark,Redshaw,Investment Director,Evonik Venture Capital,Active Member Firm
Stephan,Wolf,Financial Analyst,Evonik Venture Capital,Active Member Firm
Petra,Riva,Executive Assistant,Evonik Venture Capital,Active Member Firm
Jens,Busse,Investment Director,Evonik Venture Capital,Active Member Firm
Monika,Braun,Executive Assistant,Evonik Venture Capital,Active Member Firm
Eric,Breese,Investment Manager,Evonik Venture Capital,Active Member Firm
Fadi A.,Muhsen,,F.A. Muhsen Capital,Active Member Firm
Marina,Migliore,,Fairhaven Capital Partners,Active Member Firm
Marina,Migliore,,Fairhaven Capital Partners,Active Member Firm
Bob,Schnibbe,Chief Operating Officer,Fairhaven Capital Partners,Active Member Firm
Richard,Grinnell,General Partner,Fairhaven Capital Partners,Active Member Firm
Paul,Ciriello (use),Managing General Partner,Fairhaven Capital Partners,Active Member Firm
James,Goldinger,General Partner,Fairhaven Capital Partners,Active Member Firm
Mark,Hatfield,Partner,Fairhaven Capital Partners,Active Member Firm
Dan,Keshian,Partner,Fairhaven Capital Partners,Active Member Firm
Rudina,Seseri,Partner,Fairhaven Capital Partners,Active Member Firm
Cheryl,Goyette,CFO and Partner,Fairhaven Capital Partners,Active Member Firm
Wan Li,Zhu,Associate,Fairhaven Capital Partners,Active Member Firm
Paul,Ciriello,Managing General Partner,Fairhaven Capital Partners,Active Member Firm
VIctoria,Treyger,General Partner,Felicis Ventures,Active Member Firm
Grace,Chou,VP of Investments,Felicis Ventures,Active Member Firm
Kristin,Beach,COO/CFO and Partner,Felicis Ventures,Active Member Firm
Kimmy,Brock,Partner Operations Manger,Felicis Ventures,Active Member Firm
Alondra,Butler,Partner Operations Manager,Felicis Ventures,Active Member Firm
Katie,Riester,Investor Relations Partner,Felicis Ventures,Active Member Firm
Dasha,Maggio,Founder Success Partner,Felicis Ventures,Active Member Firm
Lauren,Westerberg,"Partner, Operations",Felicis Ventures,Active Member Firm
Teresa,Chan,,Felicis Ventures,Active Member Firm
Sue,Kwon,Partner and Head of Marketing and Narrative,Felicis Ventures,Active Member Firm
Raychel,Bailon,,Felicis Ventures,Active Member Firm
Raychel,Bailon,,Felicis Ventures,Active Member Firm
David,Phu,,Felicis Ventures,Active Member Firm
David,Phu,,Felicis Ventures,Active Member Firm
Aydin,Senkut,Founder and Managing Director,Felicis Ventures,Active Member Firm
Sundeep,Peechu,General Partner,Felicis Ventures,Active Member Firm
Guergana,Tomova,CFO,Felicis Ventures,Active Member Firm
Niki,Pezeshki,Investment Partner,Felicis Ventures,Active Member Firm
Ava,Hahn,Partner & General Counsel,Felicis Ventures,Active Member Firm
Ashley,Green,Operations,Felicis Ventures,Active Member Firm
Wesley,Chan,General Partner,Felicis Ventures,Active Member Firm
Alessandro,Vigilante,VP Corporate Business Development,Fidelity Investments,Active Member Firm
Connor,Birkins,,Fidelity Investments,Active Member Firm
Heather,Carrillo,,Fidelity Investments,Active Member Firm
Christina,Derome,,Fidelity Investments,Active Member Firm
Cherry,Huang,,Fidelity Investments,Active Member Firm
Tom,Jessop,,Fidelity Investments,Active Member Firm
Chloe,Maurice,,Fidelity Investments,Active Member Firm
Sean,Belka,,Fidelity Investments,Active Member Firm
Andrew,Casey,,Fidelity Investments,Active Member Firm
Caroline,Federal,,Fidelity Investments,Active Member Firm
Edmund,Gee,,Fidelity Investments,Active Member Firm
Devika,Tampi,,Fidelity Investments,Active Member Firm
Robin,Weiss,,Fidelity Investments,Active Member Firm
Johanna,Elliott,,Fidelity Investments,Active Member Firm
Karin,Fronczke,Global Head of Private Equity Investments,Fidelity Investments,Active Member Firm
Liza,MacEachern,Senior Director of Private Investments,Fidelity Investments,Active Member Firm
Joseph,Sannicandro,Senior Director of Private Investments,Fidelity Investments,Active Member Firm
Amin,Ojjeh,Director of Private Investments,Fidelity Investments,Active Member Firm
Annie,Wang,,Fidelity Investments,Active Member Firm
AP,Fidelity,,Fidelity Investments,Active Member Firm
Logan,Allin,Managing Partner,Fin Capital,Active Member Firm
Marcella,McColl,"Partner, CFO and CCO",Fin Capital,Active Member Firm
Ren,Riley,,Fin Capital,Active Member Firm
Luke,Kornack,,Fin Capital,Active Member Firm
Marcella,McColl,"Partner, CFO and CCO",Fin Capital,Active Member Firm
Maggie,Luo,CFO,Fin Capital,Active Member Firm
Nick,Cirella,GC/COO/CCO,Fin Capital,Active Member Firm
Betsy,Zimmerman,General Partner,First Close Partners,Active Member Firm
Carolina,Huaranca,,First Close Partners,Active Member Firm
Zaz,Floreani,Partner,FirstMile Ventures,Active Member Firm
Aaron,Stachel,Partner,FirstMile Ventures,Active Member Firm
Vic,Lanio,Partner,Flare Capital Partners,Active Member Firm
Marie,McCann,Executive Assistant and Office Manager,Flare Capital Partners,Active Member Firm
Sarah,Sossong,Principal,Flare Capital Partners,Active Member Firm
Parth,Desai,Principal,Flare Capital Partners,Active Member Firm
Taylor,Robbins,Executive Assistant,Flare Capital Partners,Active Member Firm
Margaret,Malone,Principal,Flare Capital Partners,Active Member Firm
Lauren,Gangemi,Executive Assistant,Flare Capital Partners,Active Member Firm
Soltan,Bryce,Senior Associate,Flare Capital Partners,Active Member Firm
Uma,Veerappan,Senior Associate,Flare Capital Partners,Active Member Firm
Kelly,Scherrer,Controller,Flare Capital Partners,Active Member Firm
Erinn,Bisping,Director of Marketing and Investor Relations,Flare Capital Partners,Active Member Firm
Tara,Sullivan,Senior Associate,Flare Capital Partners,Active Member Firm
Jonathon,George,Senior Associate,Flare Capital Partners,Active Member Firm
Michael,Greeley,Co-Founder and General Partner,Flare Capital Partners,Active Member Firm
Bill,Geary,Co-Founder and General Partner,Flare Capital Partners,Active Member Firm
Dan,Gebremedhin,Partner,Flare Capital Partners,Active Member Firm
Jason,Sibley,Principal,Flare Capital Partners,Active Member Firm
Ian,Chiang,Partner,Flare Capital Partners,Active Member Firm
Adam,Bruce,Partner and Chief Financial Officer,Flare Capital Partners,Active Member Firm
Ann,Miura-Ko,Partner,Floodgate,Active Member Firm
Arjun,Chopra,Partner,Floodgate,Active Member Firm
Iris,Choi,Partner,Floodgate,Active Member Firm
Brian,Fitzpatrick,,Floodgate,Active Member Firm
Shawn,Xu,Sr. Associate,Floodgate,Active Member Firm
Patricia,Ericson,CAO,Floodgate,Active Member Firm
Lori,Simotas,CFO,Floodgate,Active Member Firm
Michael,"Maples, Jr.",Partner,Floodgate,Active Member Firm
Sarah,Morgenstern,Venture Partner,Flourish Ventures,Active Member Firm
Larry,Cook,SVP Finance & Operations,Flourish Ventures,Active Member Firm
Emmalyn,Shaw,Managing Partner,Flourish Ventures,Active Member Firm
Kabir,Kumar,"Partner, Ecosystem",Flourish Ventures,Active Member Firm
John,Onwualu,Principal,Flourish Ventures,Active Member Firm
Evi,Muco,Investor,Flourish Ventures,Active Member Firm
Tina,Moran,Senior Associate,Flourish Ventures,Active Member Firm
Kate,Sarro,Head of Global Marketing,Flourish Ventures,Active Member Firm
Crystal,Sun,Senior Investment Analyst,Flourish Ventures,Active Member Firm
Lisa,MIkkelsen,"Partner, People",Flourish Ventures,Active Member Firm
Tilman,Ehrbeck,Managing Partner,Flourish Ventures,Active Member Firm
Arjuna,Costa,Managing Partner,Flourish Ventures,Active Member Firm
AP,Flourish,,Flourish Ventures,Active Member Firm
Brian,O'Malley,General Partner,Forerunner Ventures,Active Member Firm
Jennifer,Mariska,"Partner, Operations",Forerunner Ventures,Active Member Firm
Eurie,Kim,General Partner,Forerunner Ventures,Active Member Firm
Nicole,Johnson,Partner,Forerunner Ventures,Active Member Firm
Jenna,Birch,Head of Content & Communications,Forerunner Ventures,Active Member Firm
Kira,McCroden,Head of Communications,Forerunner Ventures,Active Member Firm
Kirsten,Green,"Founder, Managing Director",Forerunner Ventures,Active Member Firm
Tandis,Azarbad,"VP, Finance",Forerunner Ventures,Active Member Firm
Alicia,Prodromou,,Forerunner Ventures,Active Member Firm
Ana,Segovia,Executive Assistant to Alberto Yepez,ForgePoint Capital,Active Member Firm
Lisa,Lee,CFO,ForgePoint Capital,Active Member Firm
MJ,Ramachandran,Principal,ForgePoint Capital,Active Member Firm
Teresa,Woo,Executive Assistant,ForgePoint Capital,Active Member Firm
Rohit,Gupta,Associate,ForgePoint Capital,Active Member Firm
Morgan,Gerlak,Partner,ForgePoint Capital,Active Member Firm
Leoncio,Casusol,Managing Director,ForgePoint Capital,Active Member Firm
Andrew,McClure,Managing Director,ForgePoint Capital,Active Member Firm
Connie,Qian,Vice President,ForgePoint Capital,Active Member Firm
Ernie,Bio,Managing Director,ForgePoint Capital,Active Member Firm
Reynaldo,Kirton,Senior Associate,ForgePoint Capital,Active Member Firm
Mercy,Caprara,Head of Portfolio Management,ForgePoint Capital,Active Member Firm
Tanya,Loh,Head of Marketing and Community,ForgePoint Capital,Active Member Firm
Karl,Sharman,Head of Talent,ForgePoint Capital,Active Member Firm
Jessie,Huang,Controller,ForgePoint Capital,Active Member Firm
Calsida,Angulo Obieta,Senior Associate,ForgePoint Capital,Active Member Firm
Damien,Henault,,ForgePoint Capital,Active Member Firm
Michael,Cortez,,ForgePoint Capital,Active Member Firm
Alberto,Yepez,Managing Director,ForgePoint Capital,Active Member Firm
Will,Lin,Managing Director,ForgePoint Capital,Active Member Firm
Michael,Derrick,Chief Financial Officer,ForgePoint Capital,Active Member Firm
Sean,Cunningham,Managing Director,ForgePoint Capital,Active Member Firm
Don,Dixon,Managing Director,ForgePoint Capital,Active Member Firm
Howard,Zeprun,Chief Operating Officer & General Counsel,ForgePoint Capital,Active Member Firm
Tanya,Loh,Head of Marketing,ForgePoint Capital,Active Member Firm
JImmy,Park,Senior Associate,ForgePoint Capital,Active Member Firm
John,Patton,Partner,Forté Ventures,Active Member Firm
Hunter,Hartwell,Principal,Forté Ventures,Active Member Firm
John,Hooie,Associate,Forté Ventures,Active Member Firm
Kris,Surapaneni,Vice President,Forté Ventures,Active Member Firm
